Rank,Title,Distributor,Domestic gross,Quarter,Opening,Opening.1,Production company,Cast and crew,Ref.,Month,Year,Domestic gross_clean
1.0,Barbie,Warner Bros.,"$636,236,401",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,636236401.0
2.0,The Super Mario Bros. Movie,Universal,"$574,934,330",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,574934330.0
3.0,Spider-Man: Across the Spider-Verse,Sony,"$381,593,754",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,381593754.0
4.0,Guardians of the Galaxy Vol. 3,Disney,"$358,995,815",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,358995815.0
5.0,Oppenheimer,Universal,"$329,862,540",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,329862540.0
6.0,The Little Mermaid,Disney,"$298,172,056",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,298172056.0
7.0,Wonka,Warner Bros.,"$218,377,073",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,218377073.0
8.0,Ant-Man and the Wasp: Quantumania,Disney,"$214,506,909",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,214506909.0
9.0,John Wick: Chapter 4,Lionsgate,"$187,131,806",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,187131806.0
10.0,Sound of Freedom,Angel Studios,"$184,174,617",Table 1,nan,N/A,N/A,N/A,N/A,nan,2023,184174617.0
N/A,M3GAN,N/A,N/A,Table 2,J A N U A R Y,6.0,Universal Pictures / Blumhouse Productions / Atomic Monster,"Gerard Johnstone (director); Akela Cooper (screenplay); Allison Williams, Violet McGraw, Amie Donald, Jenna Davis, Ronny Chieng, Brian Jordan Alvarez",[3],N/A,2023,0.0
N/A,The Old Way,N/A,N/A,Table 2,J A N U A R Y,6.0,Saban Films / Saturn Films,"Brett Donowho (director); Carl W. Lucas (screenplay); Nicolas Cage, Ryan Kiera Armstrong",[4],N/A,2023,0.0
N/A,The Devil Conspiracy,N/A,N/A,Table 2,J A N U A R Y,11.0,Samuel Goldwyn Films,"Nathan Frankowski (director); Ed Alan (screenplay); Alice Orr-Ewing, Joe Doyle, Eveline Hall, Peter Mensah, Joe Anderson, Spencer Wilding, Brian Caspe, James Faulkner",[5],N/A,2023,0.0
N/A,Plane,N/A,N/A,Table 2,J A N U A R Y,13.0,Lionsgate / MadRiver Pictures / Di Bonaventura Pictures,"Jean-François Richet (director); Charles Cumming, J. P. Davis (screenplay); Gerard Butler, Mike Colter, Yoson An, Tony Goldwyn",[6],N/A,2023,0.0
N/A,House Party,N/A,N/A,Table 2,J A N U A R Y,13.0,Warner Bros. Pictures / New Line Cinema,"Calmatic (director); Jamal Olori, Stephen Glover (screenplay); Tosin Cole, Jacob Latimore, Karen Obilom, D.C. Young Fly, Scott Mescudi",[7],N/A,2023,0.0
N/A,Sick,N/A,N/A,Table 2,J A N U A R Y,13.0,Peacock / Miramax / Blumhouse Productions,"John Hyams (director); Kevin Williamson, Katelyn Crabb (screenplay); Gideon Adlon, Bethlehem Million, Marc Menchaca, Jane Adams",[8],N/A,2023,0.0
N/A,The Drop,N/A,N/A,Table 2,J A N U A R Y,13.0,Hulu / Duplass Brothers Productions,"Sarah Adina Smith (director/screenplay); Joshua Leonard (screenplay); Anna Konkle, Jermaine Fowler, Jillian Bell, Utkarsh Ambudkar",[9],N/A,2023,0.0
N/A,Dog Gone,N/A,N/A,Table 2,J A N U A R Y,13.0,Netflix,"Stephen Herek (director); Nick Santora (screenplay); Rob Lowe, Johnny Berchtold, Kimberly Williams-Paisley",[10],N/A,2023,0.0
N/A,There's Something Wrong with the Children,N/A,N/A,Table 2,J A N U A R Y,17.0,Paramount Pictures / Blumhouse Productions,"Roxanne Benjamin (director); T. J. Cimfel, David White (screenplay); Alisha Wainwright, Zach Gilford, Amanda Crew, Carlos Santos",[11],N/A,2023,0.0
N/A,Missing,N/A,N/A,Table 2,J A N U A R Y,20.0,Screen Gems / Stage 6 Films / Bazelevs Company,"Nick Johnson, Will Merrick (directors/screenplay); Storm Reid, Joaquim de Almeida, Ken Leung, Amy Landecker, Daniel Henney, Nia Long",[12],N/A,2023,0.0
N/A,The Son,N/A,N/A,Table 2,J A N U A R Y,20.0,Sony Pictures Classics / Film4 Productions / Ingenious Media / See-Saw Films,"Florian Zeller (director/screenplay); Christopher Hampton (screenplay); Hugh Jackman, Laura Dern, Vanessa Kirby, Zen McGrath, Hugh Quarshie, Anthony Hopkins",[13],N/A,2023,0.0
N/A,When You Finish Saving the World,N/A,N/A,Table 2,J A N U A R Y,20.0,A24,"Jesse Eisenberg (director/screenplay); Julianne Moore, Finn Wolfhard, Alisha Boe, Jay O. Sanders, Billy Bryk, Eleonore Hendricks",[14],N/A,2023,0.0
N/A,Detective Knight: Independence,N/A,N/A,Table 2,J A N U A R Y,20.0,Lionsgate,Edward John Drake (director/screenplay); Corey Large (screenplay); Bruce Willis,[15],N/A,2023,0.0
N/A,Kids vs. Aliens,N/A,N/A,Table 2,J A N U A R Y,20.0,RLJE Films / Shudder,"Jason Eisener (director/screenplay); John Davies (screenplay); Dominic Mariche, Phoebe Rex, Calem MacDonald, Asher Grayson",[16],N/A,2023,0.0
N/A,Teen Wolf: The Movie,N/A,N/A,Table 2,J A N U A R Y,26.0,Paramount+ / MTV Entertainment Studios,"Russell Mulcahy (director); Jeff Davis (screenplay); Tyler Posey, Crystal Reed, Tyler Hoechlin, Holland Roden, Colton Haynes, Shelley Hennig, Dylan Sprayberry, Linden Ashby, Melissa Ponzio, JR Bourne",[17],N/A,2023,0.0
N/A,You People,N/A,N/A,Table 2,J A N U A R Y,27.0,Netflix,"Kenya Barris (director/screenplay); Jonah Hill (screenplay); Jonah Hill, Lauren London, David Duchovny, Nia Long, Julia Louis-Dreyfus, Eddie Murphy",[18],N/A,2023,0.0
N/A,Shotgun Wedding,N/A,N/A,Table 2,J A N U A R Y,27.0,Amazon Studios / Lionsgate / Mandeville Films,"Jason Moore (director); Mark Hammer (screenplay); Jennifer Lopez, Josh Duhamel, Sônia Braga, Jennifer Coolidge, Lenny Kravitz, Cheech Marin",[19],N/A,2023,0.0
N/A,Maybe I Do,N/A,N/A,Table 2,J A N U A R Y,27.0,Vertical Entertainment / Fifth Season,"Michael Jacobs (director/screenplay); Diane Keaton, Richard Gere, Susan Sarandon, Emma Roberts, Luke Bracey, William H. Macy",[20],N/A,2023,0.0
N/A,Life Upside Down,N/A,N/A,Table 2,J A N U A R Y,27.0,IFC Films,"Cecilia Miniucchi (director/screenplay); Danny Huston, Radha Mitchell, Bob Odenkirk",[21],N/A,2023,0.0
N/A,Fear,N/A,N/A,Table 2,J A N U A R Y,27.0,Hidden Empire Releasing,"Deon Taylor (director/screenplay); John Ferry (screenplay); Joseph Sikora, King Bach, Annie Ilonzeh, Iddo Goldberg, Ruby Modine",[22],N/A,2023,0.0
N/A,Knock at the Cabin,N/A,N/A,Table 2,F E B R U A R Y,3.0,Universal Pictures / Blinding Edge Pictures / FilmNation Entertainment,"M. Night Shyamalan (director/screenplay); Steve Desmond, Michael Sherman (screenplay); Dave Bautista, Jonathan Groff, Ben Aldridge, Nikki Amuka-Bird, Kristen Cui, Abby Quinn, Rupert Grint",[23],N/A,2023,0.0
N/A,80 for Brady,N/A,N/A,Table 2,F E B R U A R Y,3.0,Paramount Pictures / Fifth Season,"Kyle Marvin (director/screenplay); Emily Halpern, Sarah Haskins, Michael Covino (screenplay); Lily Tomlin, Jane Fonda, Rita Moreno, Sally Field, Tom Brady",[24],N/A,2023,0.0
N/A,The Locksmith,N/A,N/A,Table 2,F E B R U A R Y,3.0,Screen Media Films,"Nicolas Harvard (director); John Glosser, Joe Russo, Chris LaMont, Ben Kabialis (screenplay); Ryan Phillippe, Kate Bosworth, Ving Rhames",[25],N/A,2023,0.0
N/A,Baby Ruby,N/A,N/A,Table 2,F E B R U A R Y,3.0,Magnet Releasing / FilmNation Entertainment,"Bess Wohl (director/screenplay); Noémie Merlant, Kit Harington, Meredith Hagner",[26],N/A,2023,0.0
N/A,Freedom's Path,N/A,N/A,Table 2,F E B R U A R Y,3.0,Xenon Pictures,"Brett Smith (director/screenplay); Gerran Howell, RJ Cyler, Ewen Bremner, Harrison Gilbertson",[27],N/A,2023,0.0
N/A,The Wedding Hustler,N/A,N/A,Table 2,F E B R U A R Y,7.0,Matthew 25:14 / 1091 Pictures,"Chris Soriano (director/screenplay); Chris Soriano, Christine S. Chang, Hillary Soriano, Heart Evangelista, Kane Lim",[28],N/A,2023,0.0
N/A,Magic Mike's Last Dance,N/A,N/A,Table 2,F E B R U A R Y,10.0,Warner Bros. Pictures,"Steven Soderbergh (director); Reid Carolin (screenplay); Channing Tatum, Salma Hayek Pinault",[29],N/A,2023,0.0
N/A,Sharper,N/A,N/A,Table 2,F E B R U A R Y,10.0,Apple TV+ / A24 / IAC Films,"Benjamin Caron (director); Brian Gatewood, Alessandro Takara (screenplay); Julianne Moore, Sebastian Stan, Justice Smith, Briana Middleton, John Lithgow",[30],N/A,2023,0.0
N/A,Your Place or Mine,N/A,N/A,Table 2,F E B R U A R Y,10.0,Netflix / Aggregate Films / Hello Sunshine,"Aline Brosh McKenna (director/screenplay); Reese Witherspoon, Ashton Kutcher, Jesse Williams, Tig Notaro, Zoë Chao, Steve Zahn",[31],N/A,2023,0.0
N/A,Somebody I Used to Know,N/A,N/A,Table 2,F E B R U A R Y,10.0,Amazon Studios / Black Bear Pictures / Temple Hill Entertainment,"Dave Franco (director/screenplay); Alison Brie (screenplay); Alison Brie, Jay Ellis, Kiersey Clemons, Julie Hagerty, Haley Joel Osment, Amy Sedaris",[32],N/A,2023,0.0
N/A,Consecration,N/A,N/A,Table 2,F E B R U A R Y,10.0,IFC Films / AGC Studios,"Christopher Smith (director/screenplay); Laurie Cook (screenplay); Jena Malone, Danny Huston, Janet Suzman",[33],N/A,2023,0.0
N/A,The Outwaters,N/A,N/A,Table 2,F E B R U A R Y,10.0,Cinedigm / Bloody Disgusting,"Robbie Banfitch (director/screenplay); Robbie Banfitch, Angela Basolis, Scott Schamell, Michelle May",[34],N/A,2023,0.0
N/A,Ant-Man and the Wasp: Quantumania,N/A,N/A,Table 2,F E B R U A R Y,17.0,Marvel Studios,"Peyton Reed (director); Jeff Loveness (screenplay); Paul Rudd, Evangeline Lilly, Jonathan Majors, Kathryn Newton, David Dastmalchian, Katy O'Brian, William Jackson Harper, Bill Murray, Michelle Pfeiffer, Corey Stoll, Michael Douglas",[35],N/A,2023,0.0
N/A,Cocaine Bear,N/A,N/A,Table 2,F E B R U A R Y,24.0,Universal Pictures / Lord Miller Productions / Brownstone Productions,"Elizabeth Banks (director); Jimmy Warren (screenplay); Keri Russell, O'Shea Jackson Jr., Christian Convery, Alden Ehrenreich, Brooklynn Prince, Isiah Whitlock Jr., Margo Martindale, Ray Liotta",[36],N/A,2023,0.0
N/A,Jesus Revolution,N/A,N/A,Table 2,F E B R U A R Y,24.0,Lionsgate / Kingdom Story Company,"Jon Erwin, Brent McCorkle (director/screenplay); Joel Courtney, Anna Grace Barlow, Jonathan Roumie, Kimberly Williams-Paisley, Kelsey Grammer",[37],N/A,2023,0.0
N/A,Luther: The Fallen Sun,N/A,N/A,Table 2,F E B R U A R Y,24.0,Netflix / BBC Film / Chernin Entertainment,"Jamie Payne (director); Neil Cross (screenplay); Idris Elba, Cynthia Erivo, Andy Serkis, Dermot Crowley",[38],N/A,2023,0.0
N/A,We Have a Ghost,N/A,N/A,Table 2,F E B R U A R Y,24.0,Netflix / Legendary Entertainment / Temple Hill Entertainment,"Christopher Landon (director/screenplay); David Harbour, Anthony Mackie, Jahi Di'Allo Winston, Tig Notaro, Erica Ash, Jennifer Coolidge",[39],N/A,2023,0.0
N/A,Bruiser,N/A,N/A,Table 2,F E B R U A R Y,24.0,Hulu / Onyx Collective,"Miles Warren (director/screenplay); Ben Medina (screenplay); Trevante Rhodes, Jalyn Hall, Shinelle Azoroh, Shamier Anderson",[40],N/A,2023,0.0
N/A,Linoleum,N/A,N/A,Table 2,F E B R U A R Y,24.0,Shout! Studios,"Colin West (director/screenplay); Jim Gaffigan, Rhea Seehorn, Katelyn Nacon, Gabriel Rush, Michael Ian Black, Tony Shalhoub",[41],N/A,2023,0.0
N/A,God's Time,N/A,N/A,Table 2,F E B R U A R Y,24.0,IFC Films,"Daniel Antebi (director/screenplay); Ben Groh, Dion Costelloe, Liz Caribel Sierra",[42],N/A,2023,0.0
N/A,Creed III,N/A,N/A,Table 2,M A R C H,3.0,Metro-Goldwyn-Mayer,"Michael B. Jordan (director); Keenan Coogler, Zach Baylin (screenplay); Michael B. Jordan, Tessa Thompson, Jonathan Majors, Wood Harris, Mila Davis-Kent, Florian Munteanu, Phylicia Rashad",[43],N/A,2023,0.0
N/A,Operation Fortune: Ruse de Guerre,N/A,N/A,Table 2,M A R C H,3.0,Lionsgate / STXfilms / Miramax,"Guy Ritchie (director/screenplay); Ivan Atkinson, Marn Davies (screenplay); Jason Statham, Aubrey Plaza, Josh Hartnett, Cary Elwes, Bugzy Malone, Hugh Grant",[44],N/A,2023,0.0
N/A,A Little White Lie,N/A,N/A,Table 2,M A R C H,3.0,Saban Films,"Michael Maren (director/screenplay); Michael Shannon, Kate Hudson, Don Johnson, Zach Braff",[45],N/A,2023,0.0
N/A,Children of the Corn,N/A,N/A,Table 2,M A R C H,3.0,RLJE Films / Shudder,"Kurt Wimmer (director/screenplay); Elena Kampouris, Kate Moyer, Callan Mulvey, Bruce Spence",[46],N/A,2023,0.0
N/A,Palm Trees and Power Lines,N/A,N/A,Table 2,M A R C H,3.0,Momentum Pictures,"Jamie Dack (director/screenplay); Audrey Findlay (screenplay); Lily McInerny, Jonathan Tucker, Gretchen Mol",[47],N/A,2023,0.0
N/A,The Year Between,N/A,N/A,Table 2,M A R C H,3.0,Gravitas Ventures,"Alex Heller (director/screenplay); Alex Heller, J. Smith-Cameron, Steve Buscemi, Wyatt Oleff, Emily Robinson",[48],N/A,2023,0.0
N/A,Unseen,N/A,N/A,Table 2,M A R C H,7.0,Paramount Pictures / Blumhouse Productions,"Yoko Okumura (director); Salvatore Cardoni, Brian Rawlins (screenplay); Midori Francis, Jolene Purdy, Missi Pyle",[49],N/A,2023,0.0
N/A,Craving,N/A,N/A,Table 2,M A R C H,8.0,Indie Rights,"J. Horton (director/screenplay); Gregory Blair (screenplay); Rachel Amanda Bryant, Al Gomez, Gregory Blair, Ashley Undercuffler, Kevin Caliber, Holly Rockwell, Xavier Roe, Sage Mayer, Felissa Rose",[50],N/A,2023,0.0
N/A,Scream VI,N/A,N/A,Table 2,M A R C H,10.0,Paramount Pictures / Spyglass Media Group / Radio Silence Productions,"Matt Bettinelli-Olpin, Tyler Gillett (directors); James Vanderbilt, Guy Busick (screenplay); Melissa Barrera, Jasmin Savoy Brown, Jack Champion, Henry Czerny, Mason Gooding, Dermot Mulroney, Jenna Ortega, Tony Revolori, Josh Segarra, Samara Weaving, Hayden Panettiere, Courteney Cox",[51],N/A,2023,0.0
N/A,65,N/A,N/A,Table 2,M A R C H,10.0,Columbia Pictures / Bron Creative,"Scott Beck, Bryan Woods (director/screenplay); Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King",[52],N/A,2023,0.0
N/A,Champions,N/A,N/A,Table 2,M A R C H,10.0,Focus Features / Gold Circle Entertainment,"Bobby Farrelly (director); Marc Rizzo (screenplay); Woody Harrelson, Kaitlin Olson, Ernie Hudson, Cheech Marin",[53],N/A,2023,0.0
N/A,Chang Can Dunk,N/A,N/A,Table 2,M A R C H,10.0,Disney+ / Walt Disney Pictures,"Jingyi Shao (director/screenplay); Bloom Li, Ben Wang, Dexter Darden",[54],N/A,2023,0.0
N/A,Southern Gospel,N/A,N/A,Table 2,M A R C H,10.0,Sunbreak Studios / Bridgestone Multimedia,"Jeffrey A. Smith (director/screenplay); Max Ehrich, Katelyn Nacon, J. Alphonse Nicholson, Emma Myers",[55],N/A,2023,0.0
N/A,Shazam! Fury of the Gods,N/A,N/A,Table 2,M A R C H,17.0,Warner Bros. Pictures / New Line Cinema / DC Studios,"David F. Sandberg (director); Henry Gayden, Chris Morgan (screenplay); Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler, Adam Brody, Ross Butler, D. J. Cotrona, Grace Caroline Currey, Meagan Good, Lucy Liu, Djimon Hounsou, Helen Mirren",[56],N/A,2023,0.0
N/A,Boston Strangler,N/A,N/A,Table 2,M A R C H,17.0,Hulu / 20th Century Studios / Scott Free Productions / LuckyChap Entertainment,"Matt Ruskin (director/screenplay); Keira Knightley, Carrie Coon, Alessandro Nivola, David Dastmalchian, Morgan Spector, Chris Cooper",[57],N/A,2023,0.0
N/A,The Magician's Elephant,N/A,N/A,Table 2,M A R C H,17.0,Netflix / Netflix Animation / Animal Logic,"Wendy Rogers (director); Martin Hynes (screenplay); Noah Jupe, Benedict Wong, Sian Clifford, Pixie Davies, Natasia Demetriou, Dawn French, Brian Tyree Henry, Aasif Mandvi, Mandy Patinkin, Miranda Richardson, Cree Summer, Lorraine Toussaint",[39],N/A,2023,0.0
N/A,Moving On,N/A,N/A,Table 2,M A R C H,17.0,Roadside Attractions,"Paul Weitz (director/screenplay); Jane Fonda, Lily Tomlin, Malcolm McDowell, Sarah Burns, Richard Roundtree",[58],N/A,2023,0.0
N/A,Wildflower,N/A,N/A,Table 2,M A R C H,17.0,Momentum Pictures / Entertainment One,"Matt Smukler (director); Jana Savage (screenplay); Kiernan Shipka, Dash Mihok, Charlie Plummer, Alexandra Daddario, Reid Scott, Erika Alexander, Samantha Hyde, Jacki Weaver",[59],N/A,2023,0.0
N/A,Supercell,N/A,N/A,Table 2,M A R C H,17.0,Saban Films,"Herbert James Winterstern (director/screenplay); Anna Elizabeth James (screenplay); Skeet Ulrich, Anne Heche, Daniel Diemer, Jordan Kristine Seamón, Alec Baldwin",[60],N/A,2023,0.0
N/A,Pinball: The Man Who Saved the Game,N/A,N/A,Table 2,M A R C H,17.0,Vertical Entertainment,"The Bragg Brothers (directors/screenplay); Mike Faist, Crystal Reed, Dennis Boutsikaris",[61],N/A,2023,0.0
N/A,John Wick: Chapter 4,N/A,N/A,Table 2,M A R C H,24.0,Lionsgate / Summit Entertainment / Thunder Road Films / 87North Productions,"Chad Stahelski (director); Shay Hatten, Michael Finch (screenplay); Keanu Reeves, Donnie Yen, Bill Skarsgård, Laurence Fishburne, Hiroyuki Sanada, Shamier Anderson, Lance Reddick, Rina Sawayama, Scott Adkins, Clancy Brown, Ian McShane",[62],N/A,2023,0.0
N/A,A Good Person,N/A,N/A,Table 2,M A R C H,24.0,Metro-Goldwyn-Mayer / Killer Films / Elevation Pictures,"Zach Braff (director/screenplay); Florence Pugh, Molly Shannon, Chinaza Uche, Celeste O'Connor, Morgan Freeman",[52],N/A,2023,0.0
N/A,The Tutor,N/A,N/A,Table 2,M A R C H,24.0,Vertical Entertainment,"Jordan Ross (director); Ryan King (screenplay); Garrett Hedlund, Noah Schnapp, Victoria Justice",[63],N/A,2023,0.0
N/A,Last Sentinel,N/A,N/A,Table 2,M A R C H,24.0,Vertical Entertainment,"Tanel Toom (director); Malachi Smith (screenplay); Kate Bosworth, Thomas Kretschmann, Lucien Laviscount, Martin McCann",[64],N/A,2023,0.0
N/A,Adalynn,N/A,N/A,Table 2,M A R C H,28.0,Summer Hill Films,"Jacob Byrd (director); Jerrod D. Brito (screenplay); Sydney Carvill, Wade Baker Janet Carter, Rob Shuster, Suzana Norberg",[65],N/A,2023,0.0
N/A,Dungeons & Dragons: Honor Among Thieves,N/A,N/A,Table 2,M A R C H,31.0,Paramount Pictures / Entertainment One / Hasbro Studios,"John Francis Daley, Jonathan Goldstein (directors/screenplay); Michael Gilio (screenplay); Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith, Sophia Lillis, Hugh Grant",[51],N/A,2023,0.0
N/A,Murder Mystery 2,N/A,N/A,Table 2,M A R C H,31.0,Netflix / Happy Madison Productions / Echo Films,"Jeremy Garelick (director); James Vanderbilt (screenplay); Adam Sandler, Jennifer Aniston, Mélanie Laurent, Jodie Turner-Smith, Annie Mumolo, Tony Goldwyn, Mark Strong",[66],N/A,2023,0.0
N/A,Tetris,N/A,N/A,Table 2,M A R C H,31.0,Apple TV+ / Marv Studios / AI Film,"Jon S. Baird (director); Noah Pink (screenplay); Taron Egerton, Nikita Efremov, Sofia Lebedeva, Anthony Boyle, Toby Jones, Roger Allam",[67],N/A,2023,0.0
N/A,Spinning Gold,N/A,N/A,Table 2,M A R C H,31.0,Variance Films,"Timothy Scott Bogart (director/screenplay); Jeremy Jordan, Wiz Khalifa, Jason Isaacs, Jason Derulo, Jay Pharoah, Michelle Monaghan, Dan Fogler, Sebastian Maniscalco",[51],N/A,2023,0.0
N/A,Space Oddity,N/A,N/A,Table 2,M A R C H,31.0,Samuel Goldwyn Films,"Kyra Sedgwick (director); Rebecca Banner (screenplay); Kyle Allen, Alexandra Shipp, Madeline Brewer, Kevin Bacon, Simon Helberg, Carrie Preston, Arden Myrin",[68],N/A,2023,0.0
N/A,A Thousand and One,N/A,N/A,Table 2,M A R C H,31.0,Focus Features,"A.V. Rockwell (director/screenplay); Teyana Taylor, Will Catlett, Josiah Cross, Aven Courtney, Aaron Kingsley Adetola",[52],N/A,2023,0.0
N/A,Assassin,N/A,N/A,Table 2,M A R C H,31.0,Saban Films,"Jesse Atlas (director/screenplay); Aaron Wolfe (screenplay); Nomzamo Mbatha, Dominic Purcell, Bruce Willis",[69],N/A,2023,0.0
